Date,Commodity,Region,Price,Unit,Category,Source,Year,Month,Day,DayOfYear,WeekOfYear,Season
2025-02-06,Beetroot,Hassan,25.15,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Beetroot,Hassan,31.56,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Beetroot,Hassan,35.21,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Beetroot,Hassan,28.58,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Beetroot,Hassan,35.16,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Beetroot,Hassan,39.34,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Beetroot,Hassan,42.56,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Beetroot,Hassan,40.51,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Beetroot,Hassan,36.95,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Beetroot,Hassan,34.81,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Beetroot,Hassan,37.53,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Beetroot,Hassan,38.44,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Beetroot,Hassan,36.05,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Beetroot,Hassan,29.82,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Beetroot,Hassan,42.95,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Beetroot,Hassan,32.08,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Beetroot,Hassan,31.51,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Beetroot,Hassan,31.5,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Beetroot,Hassan,37.54,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Beetroot,Hassan,31.42,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Beetroot,Hassan,27.32,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Beetroot,Hassan,32.65,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Beetroot,Hassan,31.02,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Beetroot,Hassan,37.12,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Beetroot,Hassan,27.89,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Beetroot,Hassan,18.97,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Beetroot,Hassan,22.22,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Beetroot,Hassan,28.2,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Beetroot,Hubli,25.58,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Beetroot,Hubli,20.81,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Beetroot,Hubli,21.3,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Beetroot,Hubli,20.93,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Beetroot,Hubli,21.16,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Beetroot,Hubli,24.76,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Beetroot,Hubli,20.45,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Beetroot,Hubli,22.06,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Beetroot,Hubli,19.3,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Beetroot,Hubli,21.47,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Beetroot,Hubli,20.0,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Beetroot,Hubli,21.0,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Beetroot,Hubli,17.06,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Beetroot,Hubli,22.83,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Beetroot,Hubli,19.85,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Beetroot,Hubli,29.43,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Beetroot,Hubli,31.36,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Beetroot,Hubli,35.05,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Beetroot,Hubli,27.19,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Beetroot,Hubli,25.39,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Beetroot,Hubli,29.74,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Beetroot,Hubli,31.25,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Beetroot,Hubli,29.45,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Beetroot,Hubli,28.96,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Beetroot,Hubli,29.99,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Beetroot,Hubli,34.02,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Beetroot,Hubli,41.54,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Beetroot,Hubli,38.05,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Beetroot,Hubli,35.1,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Beetroot,Hubli,29.26,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Beetroot,Hubli,26.84,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Beetroot,Hubli,36.17,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Beetroot,Hubli,44.1,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Beetroot,Hubli,45.17,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Beetroot,Hubli,38.52,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Beetroot,Hubli,40.39,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Beetroot,Hubli,35.62,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Beetroot,Hubli,37.27,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Beetroot,Hubli,35.59,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Beetroot,Hubli,24.3,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Beetroot,Hubli,36.29,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Beetroot,Hubli,38.76,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Beetroot,Hubli,28.76,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Beetroot,Hubli,37.65,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Beetroot,Hubli,26.89,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Beetroot,Hubli,25.89,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Beetroot,Hubli,31.86,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Beetroot,Hubli,23.23,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Beetroot,Hubli,22.58,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Beetroot,Hubli,23.13,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Beetroot,Hubli,24.29,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Beetroot,Hubli,21.23,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Beetroot,Hubli,19.64,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Beetroot,Mangalore,24.57,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Beetroot,Mangalore,25.85,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Beetroot,Mangalore,25.15,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Beetroot,Mangalore,26.61,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Beetroot,Mangalore,31.1,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Beetroot,Mangalore,24.47,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Beetroot,Mangalore,17.46,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Beetroot,Mangalore,21.45,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Beetroot,Mangalore,25.32,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Beetroot,Mangalore,25.68,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Beetroot,Mangalore,20.5,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Beetroot,Mangalore,31.93,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Beetroot,Mangalore,30.06,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Beetroot,Mangalore,30.61,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Beetroot,Mangalore,26.24,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Beetroot,Mangalore,29.93,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Beetroot,Mangalore,33.15,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Beetroot,Mangalore,34.84,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Beetroot,Mangalore,28.6,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Beetroot,Mangalore,33.62,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Beetroot,Mangalore,37.11,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Beetroot,Mangalore,29.2,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Beetroot,Mangalore,37.12,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Beetroot,Mangalore,35.15,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Beetroot,Mangalore,39.13,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Beetroot,Mangalore,49.3,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Beetroot,Mangalore,34.63,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Beetroot,Mangalore,30.98,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Beetroot,Mangalore,49.32,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Beetroot,Mangalore,42.64,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Beetroot,Mangalore,37.72,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Beetroot,Mangalore,46.81,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Beetroot,Mangalore,41.74,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Beetroot,Mangalore,48.43,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Beetroot,Mangalore,46.55,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Beetroot,Mangalore,39.71,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Beetroot,Mangalore,41.08,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Beetroot,Mangalore,36.55,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Beetroot,Mangalore,45.49,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Beetroot,Mangalore,34.91,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Beetroot,Mangalore,25.07,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Beetroot,Mangalore,42.99,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Beetroot,Mangalore,35.81,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Beetroot,Mangalore,32.16,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Beetroot,Mangalore,40.46,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Beetroot,Mangalore,30.63,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Beetroot,Mangalore,36.05,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Beetroot,Mangalore,27.66,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Beetroot,Mangalore,28.59,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Beetroot,Mangalore,30.28,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Beetroot,Mangalore,39.0,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Beetroot,Mangalore,33.28,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Beetroot,Mangalore,28.82,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Beetroot,Mysore,24.74,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Beetroot,Mysore,29.55,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Beetroot,Mysore,19.0,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Beetroot,Mysore,28.59,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Beetroot,Mysore,32.03,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Beetroot,Mysore,19.18,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Beetroot,Mysore,24.57,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Beetroot,Mysore,21.06,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Beetroot,Mysore,17.4,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Beetroot,Mysore,27.54,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Beetroot,Mysore,19.91,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Beetroot,Mysore,22.93,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Beetroot,Mysore,26.6,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Beetroot,Mysore,22.38,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Beetroot,Mysore,29.41,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Beetroot,Mysore,28.05,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Beetroot,Mysore,27.48,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Beetroot,Mysore,31.91,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Beetroot,Mysore,29.68,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Beetroot,Mysore,38.21,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Beetroot,Mysore,28.9,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Beetroot,Mysore,30.47,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Beetroot,Mysore,36.66,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Beetroot,Mysore,34.08,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Beetroot,Mysore,38.14,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Beetroot,Mysore,38.17,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Beetroot,Mysore,44.52,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Beetroot,Mysore,38.26,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Beetroot,Mysore,44.08,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Beetroot,Mysore,39.63,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Beetroot,Mysore,44.37,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Beetroot,Mysore,52.64,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Beetroot,Mysore,40.96,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Beetroot,Mysore,54.27,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Beetroot,Mysore,39.63,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Beetroot,Mysore,35.5,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Beetroot,Mysore,37.68,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Beetroot,Mysore,37.51,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Beetroot,Mysore,30.8,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Beetroot,Mysore,31.45,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Beetroot,Mysore,33.35,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Beetroot,Mysore,40.59,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Beetroot,Mysore,34.06,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Beetroot,Mysore,43.07,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Beetroot,Mysore,37.88,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Beetroot,Mysore,36.26,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Beetroot,Mysore,27.26,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Beetroot,Mysore,31.57,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Beetroot,Mysore,24.1,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Beetroot,Mysore,26.64,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Beetroot,Mysore,25.87,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Beetroot,Mysore,33.68,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Beetroot,Mysore,20.88,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Beetroot,Shimoga,27.67,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Beetroot,Shimoga,21.54,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Beetroot,Shimoga,24.94,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Beetroot,Shimoga,20.12,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Beetroot,Shimoga,18.07,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Beetroot,Shimoga,28.04,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Beetroot,Shimoga,21.92,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Beetroot,Shimoga,28.65,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Beetroot,Shimoga,13.84,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Beetroot,Shimoga,17.73,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Beetroot,Shimoga,18.07,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Beetroot,Shimoga,23.23,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Beetroot,Shimoga,21.31,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Beetroot,Shimoga,23.58,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
